  Dados detalhados das AIH - por residência - Brasil
Valor aprovado por Procedimento e Ano atendimento
Período:Jun/2020-Out/2022
"Procedimento";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"0208040102 ESTUDO RENAL DINAMICO C/ OU S/ DIURETICO";-;-;-;-;-;-;-;-;-;-;-;-;29445,69;52430,40;43961,93;125838,02
"0208050019 CINTILOGRAFIA DE ARTICULACOES E/OU EXTREMIDADES E/OU OSSO";-;-;-;-;-;-;-;-;-;-;-;-;29175,77;45990,61;34387,02;109553,40
"0208050035 CINTILOGRAFIA DE OSSOS COM OU SEM FLUXO SANGUINEO (CORPO INTEIRO)";-;-;-;-;-;-;-;-;-;-;-;286,48;427052,64;592583,06;452578,14;1472500,32
"0208050043 CINTILOGRAFIA DE SEGMENTO OSSEO C/ GALIO 67";-;-;-;-;-;-;-;-;-;-;-;-;14572,93;25096,57;8464,66;48134,16
"0208060014 CINTILOGRAFIA DE PERFUSAO CEREBRAL C/ TALIO (SPCTO)";-;-;-;-;-;-;-;-;-;-;-;-;36573,80;18199,30;27419,40;82192,50
"0208060022 CISTERNOCINTILOGRAFIA (INCLUINDO PESQUISA E/OU AVALIACAO DO TRANSITO LIQUORICO)";-;-;-;-;-;-;-;-;-;-;-;-;718,69;3254,63;513,35;4486,67
"0208060030 ESTUDO DE FLUXO SANGUINEO CEREBRAL";-;-;-;-;-;-;-;-;-;-;-;-;2442,78;1549,08;714,96;4706,82
"0208070010 CINTILOGRAFIA DE PULMAO C/ GALIO 67";-;-;-;-;-;-;-;-;-;-;-;-;2836,81;5719,37;2745,30;11301,48
"0208070028 CINTILOGRAFIA DE PULMAO P/ PESQUISA DE ASPIRACAO";-;-;-;-;-;-;-;-;-;-;-;191,26;1746,86;3238,70;1721,34;6898,16
"0208070036 CINTILOGRAFIA DE PULMAO POR INALACAO (MINIMO 2 PROJECOES)";-;-;-;-;-;-;-;-;-;-;-;-;9583,35;9762,70;16309,58;35655,63
"0208070044 CINTILOGRAFIA DE PULMAO POR PERFUSAO (MINIMO 4 PROJECOES)";-;-;-;-;-;-;-;-;-;-;-;-;77562,50;49687,85;28109,64;155359,99
"0208080015 CINTILOGRAFIA DE SISTEMA RETICULO-ENDOTELIAL (MEDULA OSSEA)";-;-;-;-;-;-;-;-;-;-;-;-;135,13;112,61;281,52;529,26
"0208080023 DEMONSTRACAO DE SEQUESTRO DE HEMACIAS PELO BACO (C/ RADIOISOTOPOS)";-;-;-;-;-;-;-;-;-;-;-;-;292,11;194,74;-;486,85
"0208080031 DETERMINACAO DE SOBREVIDA DE HEMACIAS (C/ RADIOSOTOPOS)";-;-;-;-;-;-;-;-;-;-;-;-;489,24;380,52;108,72;978,48
"0208080040 LINFOCINTILOGRAFIA";-;-;-;-;-;-;-;-;-;-;-;-;232516,02;393716,94;347445,56;973678,52
"0208090010 CINTILOGRAFIA DE CORPO INTEIRO C/ GALIO 67 P/ PESQUISA DE NEOPLASIAS";-;-;-;-;-;-;-;-;-;-;-;1360,20;99339,94;119425,56;92040,20;312165,90
"0208090037 CINTILOGRAFIA DE MAMA (BILATERAL)";-;-;-;-;-;-;-;-;-;-;-;-;41388,49;67147,76;43703,93;152240,18
"0209010010 COLANGIOPANCREATOGRAFIA RETROGRADA (VIA ENDOSCOPICA)";-;-;-;-;-;-;-;-;-;-;-;272,04;891897,16;961173,01;588078,89;2441421,10
"0209010029 COLONOSCOPIA (COLOSCOPIA)";675,96;-;-;-;-;-;-;-;-;-;-;732,29;3133740,64;5206080,55;4720023,01;13061252,45
"0209010037 ESOFAGOGASTRODUODENOSCOPIA";433,44;-;-;-;144,48;48,16;-;-;-;96,32;96,32;1926,40;5098833,13;8221527,07;6530099,91;19853205,23
"0209010045 LAPAROSCOPIA";-;-;-;-;-;-;-;-;-;-;-;40,37;13667,02;28199,95;39915,54;81822,88
"0209010053 RETOSSIGMOIDOSCOPIA";-;-;-;-;-;-;-;-;-;-;-;-;44968,53;66448,68;48882,01;160299,22
"0209010061 VIDEOLAPAROSCOPIA";-;-;-;-;-;-;-;-;-;-;-;-;290120,50;559920,50;726586,55;1576627,55
"0209020016 CISTOSCOPIA E/OU URETEROSCOPIA E/OU URETROSCOPIA";-;-;-;-;-;-;-;-;-;-;-;-;176026,50;292950,90;266213,10;735190,50
"0209030011 HISTEROSCOPIA CIRURGICA";-;-;-;-;-;-;-;-;-;-;-;-;24403,50;34214,62;34600,94;93219,06
"0209040017 BRONCOSCOPIA (BRONCOFIBROSCOPIA)";-;-;-;-;-;-;-;-;-;-;-;594,33;462088,80;843175,10;668477,22;1974335,45
"0209040025 LARINGOSCOPIA";-;-;-;-;-;-;-;-;-;-;-;188,56;110264,37;204897,87;169137,73;484488,53
"0209040033 TRAQUEOSCOPIA";-;-;-;-;-;-;-;-;-;-;-;-;1582249,75;3103140,48;2590763,58;7276153,81
"0209040041 VIDEOLARINGOSCOPIA";-;-;-;-;-;-;-;-;-;-;-;-;72578,02;149219,46;119248,65;341046,13
"0209040050 VIDEOTORACOSCOPIA";-;-;-;-;-;-;-;-;-;-;-;-;850956,32;1358256,36;1245626,85;3454839,53
"0210010010 ANGIOGRAFIA CEREBRAL (4 VASOS)";-;-;-;-;-;-;-;-;-;-;-;448,65;803182,05;1018928,69;749667,03;2572226,42
"0210010037 ANGIOGRAFIA DE ARCO AORTICO E TRONCOS SUPRA-AORTICOS";-;-;-;-;-;-;-;-;-;-;-;-;159492,64;308394,69;272203,53;740090,86
"0210010045 AORTOGRAFIA ABDOMINAL";-;-;-;-;-;-;-;-;-;-;-;-;936186,48;1593728,61;1296195,62;3826110,71
"0210010053 AORTOGRAFIA TORACICA";-;-;-;-;-;-;-;-;-;-;-;-;409413,26;707291,25;516866,97;1633571,48
"0210010061 ARTERIOGRAFIA CERVICO-TORACICA";-;-;-;-;-;-;-;-;-;-;-;-;274206,50;408732,16;389445,46;1072384,12
"0210010070 ARTERIOGRAFIA DE MEMBRO";-;-;-;-;-;-;-;-;-;-;-;358,92;3028537,69;4731665,84;3725344,11;11485906,56
"0210010096 ARTERIOGRAFIA P/ INVESTIGACAO DE DOENCA ARTERIOSCLEROTICA AORTO-ILIACA E DISTAL";-;-;-;-;-;-;-;-;-;-;-;-;3241165,26;5148560,02;3915250,18;12304975,46
"0210010100 ARTERIOGRAFIA P/ INVESTIGACAO DE HEMORRAGIA CEREBRAL";-;-;-;-;-;-;-;-;-;-;-;-;1887472,78;3096260,63;2261708,61;7245442,02
"0210010118 ARTERIOGRAFIA P/ INVESTIGACAO DE ISQUEMIA CEREBRAL";-;-;-;-;-;-;-;-;-;-;-;-;892965,32;1150148,50;951278,00;2994391,82
"0210010126 ARTERIOGRAFIA PELVICA";-;-;-;-;-;-;-;-;-;-;-;-;456574,07;672128,97;497282,49;1625985,53
"0210010134 ARTERIOGRAFIA SELETIVA DE CAROTIDA";-;-;-;-;-;-;-;-;-;-;-;190,31;1046435,57;1654541,24;1188358,99;3889526,11
"0210010142 ARTERIOGRAFIA SELETIVA POR CATETER (POR VASO)";-;-;-;-;-;-;-;-;-;-;-;403,02;1554986,60;2259657,27;1760024,65;5575071,54
"0210010150 ARTERIOGRAFIA SELETIVA VERTEBRAL";-;-;-;-;-;-;-;-;-;-;-;201,01;765896,81;1308110,36;931307,75;3005515,93
"0210010169 ESPLENOPORTOGRAFIA";-;-;-;-;-;-;-;-;-;-;-;-;26838,31;34674,55;31399,58;92912,44
"0210010193 LINFANGIOADENOGRAFIA";-;-;-;-;-;-;-;-;-;-;-;-;20986,85;23967,88;23598,99;68553,72
"0210010207 PORTOGRAFIA TRANS-HEPATICA";-;-;-;-;-;-;-;-;-;-;-;-;9186,13;14412,38;11457,57;35056,08
"0210020016 COLANGIOGRAFIA TRANSCUTANEA";-;-;-;-;-;-;-;-;-;-;-;68,01;60299,82;95206,87;82715,83;238290,53
"0211020010 CATETERISMO CARDIACO";-;-;-;-;-;-;-;-;-;-;-;12663,23;48872973,33;77713901,06;77870751,85;204470289,47
"0211020028 CATETERISMO CARDIACO EM PEDIATRIA";-;-;-;-;-;-;-;-;-;-;-;-;290251,43;441899,60;382018,94;1114169,97
"0211030015 AVALIACAO CINEMATICA E DE PARAMETROS LINEARES";-;-;-;-;-;-;-;-;-;-;-;-;195,30;252,00;2161,53;2608,83
"0211030023 AVALIACAO CINETICA, CINEMATICA E DE PARAMETROS LINEARES";-;-;-;-;-;-;-;-;-;-;-;-;1425,78;9281,64;20999,37;31706,79
"0211030031 AVALIACAO DE EQUILIBRIO ESTATICO EM PLACA DE FORCA";-;-;-;-;-;-;-;-;-;-;-;-;22,05;849,24;2430,22;3301,51
"0211030066 AVALIACAO DE MOVIMENTO (POR IMAGEM)";-;-;-;-;-;-;-;-;-;-;-;-;204,12;423,99;606,06;1234,17
"0211030074 AVALIACAO FUNCIONAL MUSCULAR";23,94;-;-;-;-;10,08;18,90;17,64;8,82;-;5,04;125,37;273768,58;524524,37;363527,25;1162029,99
"0211030082 ELETRODIAGNOSTICO CINETICO FUNCIONAL";-;-;-;-;-;-;-;-;-;-;-;1,26;3286,71;4214,00;4077,36;11579,33
"0211030090 ELETROMIOGRAFIA DINAMICA, AVALIACAO CINETICA, CINEMATICA E DE PARAMETROS LINEARES";-;-;-;-;-;-;-;-;-;-;-;-;10,08;22,11;15,05;47,24
"0211050091 EXPLORACAO DIAGNOSTICA PELO VIDEO-ELETROENCEFALOGRAMA COM OU SEM USO DE ELETRODO DE PROFUNDIDADE";-;-;-;-;-;-;-;-;-;-;-;-;1786479,74;3805193,67;3717364,78;9309038,19
"0211050105 POLISSONOGRAFIA";-;-;-;-;-;-;-;-;-;-;-;-;194383,48;588125,88;574721,35;1357230,71
"0211050148 TESTE DE WADA";-;-;-;-;-;-;-;-;-;-;-;-;-;1707,05;5694,31;7401,36
"0211060259 TONOMETRIA";-;-;-;-;-;-;-;-;-;-;-;-;492,16;795,46;759,92;2047,54
"0212010026 EXAMES PRE-TRANSFUSIONAIS I";119,28;-;-;-;-;-;-;34,08;17,04;-;85,20;8417,76;16676400,48;25540847,04;18647110,56;60873031,44
"0212010034 EXAMES PRE-TRANSFUSIONAIS II";119,28;-;-;-;-;-;-;17,04;-;-;85,20;6390,00;15595263,60;24306179,76;18071499,36;57979554,24
"0214010040 TESTE RAPIDO PARA DETECCAO DE HIV NA GESTANTE OU PAI/PARCEIRO";-;-;-;-;-;-;-;-;-;-;-;1,00;742350,60;1196304,10;885262,05;2823917,75
"0214010058 TESTE RAPIDO PARA DETECCAO DE INFECCAO PELO HIV";-;-;-;-;-;-;-;-;-;1,00;-;11,00;162758,70;271968,90;229265,85;664005,45
"0301010145 PRIMEIRA CONSULTA DE PEDIATRIA AO RECEM-NASCIDO";-;-;-;-;-;-;-;-;-;-;-;40,00;9680557,00;15587910,50;11631309,00;36899816,50
"0301010170 CONSULTA/AVALIACAO EM PACIENTE INTERNADO";86939,26;4364,87;5281,42;7801,47;47594,85;36053,88;37500,43;43837,76;122307,11;60339,07;85138,51;147836,20;124100253,44;227246385,50;131204435,15;483236068,92
"0301040168 PROCEDIMENTO PRE-OPERATORIOS REALIZADOS NA REDE DE SAUDE ? COMPLEMENTACAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2535384,63;2535384,63
"0301050074 INTERNACAO DOMICILIAR";-;-;-;-;-;-;-;-;-;-;-;-;4299127,88;6625938,32;4647361,53;15572427,73
"0301060010 DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA PEDIATRICA";-;-;-;-;-;-;-;-;-;-;-;-;1674111,58;3300168,74;3065191,56;8039471,88
"0301060070 DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA CIRURGICA";-;-;-;-;-;-;-;-;-;-;-;-;1677760,21;2837942,80;2651198,02;7166901,03
"0301060088 DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA";-;-;-;-;-;-;-;-;-;-;-;-;5435554,77;8958158,36;7736645,56;22130358,69
"0301090017 ATENDIMENTO EM GERIATRIA (1 TURNO)";-;-;-;-;-;-;-;-;-;-;-;-;14076,87;34379,95;113238,60;161695,42
"0301090025 ATENDIMENTO EM GERIATRIA (2 TURNOS)";-;-;-;-;-;-;-;-;-;-;-;-;24856,18;77746,11;22315,12;124917,41
"0302010017 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE/POS CIRURGIAS UROGINECOLOGICAS";-;-;-;-;-;-;-;-;-;-;-;206,37;689631,31;1281232,08;1094978,94;3066048,70
"0302010025 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES C/ DISFUNCOES UROGINECOLOGICAS";-;-;-;-;-;-;-;-;-;-;-;625,77;470015,72;878897,41;692673,15;2042212,05
"0302010033 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NEONATO";-;-;-;-;-;-;-;-;-;-;-;10224,12;7656576,06;11298487,45;8064783,07;27030070,70
"0302020012 ATENDIMENTO FISIOTERAPEUTICO DE PACIENTE COM CUIDADOS PALIATIVOS";-;-;-;-;254,00;254,00;-;-;2286,00;-;17722,85;9312,25;1899349,64;2845215,73;2246810,49;7021204,96
"0302020020 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE ONCOLOGICO CLINICO";-;-;-;-;-;-;-;-;186,80;-;1522,42;1384,65;1575993,79;2473022,64;2154828,83;6206939,13
"0302020039 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE E POS CIRURGIA ONCOLOGICA";-;-;-;-;-;-;-;-;-;-;48152,05;17776,82;1285579,78;1958321,82;1479830,73;4789661,20
"0302030018 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES COM ALTERACOES OCULOMOTORAS CENTRAIS C/ COMPROMETIMENTO";-;-;-;-;-;-;-;-;-;-;-;254,00;285886,92;449577,20;249698,63;985416,75
"0302030026 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM ALTERACOES OCULOMOTORAS PERIFERICAS";-;-;-;-;-;-;-;-;-;-;-;79,39;304996,74;440118,70;278370,70;1023565,53
"0302040013 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO RESPIRATORIO COM COMPLICACOES SISTEMICAS";294551,10;13817,60;12103,10;19177,00;52844,70;90093,80;113518,95;110890,05;334187,80;126479,30;151631,65;410998,01;79558798,59;150506264,34;98452426,44;330247782,43
"0302040021 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO RESPIRATORIO SEM COMPLICACOES SISTEMICAS";32026,86;2858,04;4791,42;2372,36;32643,30;38583,54;16989,46;28771,87;114326,27;42342,89;100689,87;114215,52;20945949,82;37417327,29;25158098,67;84051987,18
"0302040030 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO CLINICO CARDIOVASCULAR";868,62;-;1111,46;-;19179,69;31681,28;27968,63;26315,45;116166,25;35599,41;30971,44;78584,36;5335541,75;9018764,26;6563915,09;21286667,69
"0302040048 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE PRE/POS CIRURGIA CARDIOVASCULAR";-;-;-;-;-;6,35;82,55;304,80;-;508,00;381,00;6632,50;4500011,16;6276553,74;5727477,67;16511957,77
"0302040056 ATENDIMENTO FISIOTERAPEUTICO NAS DISFUNCOES VASCULARES PERIFERICAS";2409,72;-;793,90;-;10642,93;15308,26;23760,96;14757,20;107942,38;38891,76;33549,28;78045,02;5654668,91;9129151,29;6378714,60;21488636,21
"0302050019 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES NO PRE E POS-OPERATORIO NAS DISFUNCOES MUSCULO ESQUE";-;-;-;-;-;-;-;-;6,35;-;50,80;4791,01;10377046,31;17227555,01;13014518,52;40623968,00
"0302050035 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES NO PRE E POS-OPERATORIO NAS DISFUNCOES MUSCULO- ESQUE";63,50;-;-;-;3683,00;21634,45;11074,40;685,80;48920,40;26409,65;17138,65;32102,39;5582696,49;10751990,06;8475695,70;24972094,49
"0302060014 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES COM DISTURBIOS NEURO-CINETICO-FUNCIONAIS SEM COMPLICAC";48988,30;4866,14;2568,50;3479,15;30728,60;23658,22;22859,65;31531,84;81239,32;32951,52;55348,84;93131,41;5365037,08;9593327,76;6303268,52;21692984,85
"0302060022 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES COM DISTURBIOS NEURO-CINETICO-FUNCIONAIS COM COMPLICAC";114300,00;6242,05;2882,90;6584,95;65024,00;102793,80;75501,50;117856,00;405149,05;120427,75;166401,75;398598,61;32852982,93;58269986,91;40172810,19;132877542,39
"0302060030 ATENDIMENTO FISIOTERAPEUTICO NAS DESORDENS DO DESENVOLVIMENTO NEURO MOTOR";93768,93;7934,33;9101,83;8812,29;24774,35;22303,92;15186,84;24508,16;81468,15;30980,78;62082,98;98312,08;6550342,49;12035480,27;9967839,81;29032897,21
"0302060057 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE/POS-OPERATORIO DE NEUROCIRURGIA";-;-;-;-;-;12,70;-;-;-;-;-;5114,86;1881050,52;2815150,33;2386082,50;7087410,91
"0302070010 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE MEDIO QUEIMADO";-;-;-;-;-;-;-;-;-;-;-;112,08;70091,22;121031,56;88983,98;280218,84
"0302070028 ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE GRANDE QUEIMADO";-;-;-;-;-;-;-;-;-;-;-;142,87;283582,32;479718,02;349569,20;1113012,41
"0303010010 TRATAMENTO DE DENGUE CLASSICA";-;-;-;-;-;-;-;-;-;-;-;-;2033963,54;4243994,40;10753140,09;17031098,03
"0303010029 TRATAMENTO DE DENGUE HEMORRAGICA";-;-;-;-;-;-;-;-;-;-;-;-;140681,85;344183,83;756031,04;1240896,72
"0303010037 TRATAMENTO DE OUTRAS DOENCAS BACTERIANAS";-;-;-;-;-;-;-;-;-;-;-;38887,92;156029840,80;259299833,42;242084390,15;657452952,29
"0303010045 TRATAMENTO DE DOENCAS BACTERIANAS ZOONOTICAS";-;-;-;-;-;-;-;-;-;-;-;-;249595,99;521525,85;663086,23;1434208,07
"0303010053 TRATAMENTO DE OUTRAS DOENCAS DEVIDAS A PROTOZOARIOS (B55 A B64)";-;-;-;-;-;-;-;-;-;-;-;118,53;338034,87;508344,24;372684,59;1219182,23
"0303010061 TRATAMENTO DE DOENCAS INFECCIOSAS INTESTINAIS";-;-;-;-;-;-;-;-;-;-;-;378,92;19270541,59;36918380,66;32595201,81;88784502,98
"0303010070 TRATAMENTO DE FEBRES POR ARBOVIRUS E FEBRES HEMORRAGICAS VIRAIS";-;-;-;-;-;-;-;-;-;-;-;-;112326,14;276792,37;462759,86;851878,37
"0303010088 TRATAMENTO DE HANSENIASE";-;-;-;-;-;-;-;-;-;-;-;-;128006,17;222775,75;191797,21;542579,13
"0303010096 TRATAMENTO DE HANTAVIROSE";-;-;-;-;-;-;-;-;-;-;-;-;10190,73;22893,44;12326,57;45410,74
"0303010100 TRATAMENTO DE HELMINTIASES (B65 a B83)";-;-;-;-;-;-;-;-;-;-;-;-;59173,16;125110,03;120905,73;305188,92
"0303010118 TRATAMENTO DE HEPATITES VIRAIS";-;-;-;-;-;-;-;-;-;-;-;-;293993,53;468933,04;431208,40;1194134,97
"0303010126 TRATAMENTO DE INFECCOES DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL (A50 A A64)";-;-;-;-;-;-;-;-;-;-;-;-;3270972,11;5523179,64;4172757,35;12966909,10
"0303010134 TRATAMENTO DE INFECCOES VIRAIS CARACTERIZADAS POR LESOES DE PELE E MUCOSAS (B00 A B09)";-;-;-;-;-;-;-;-;-;-;-;-;413473,59;769579,10;659930,57;1842983,26
"0303010142 TRATAMENTO DE INFECCOES VIRAIS DO SISTEMA NERVOSO CENTRAL";-;-;-;-;-;-;-;-;-;-;-;-;1571406,20;2455209,33;2261272,40;6287887,93
"0303010150 TRATAMENTO DE MALARIA";-;-;-;-;-;-;-;-;-;-;-;-;183004,02;370437,09;321232,90;874674,01
"0303010169 TRATAMENTO DE MICOSES (B35 A B49)";-;-;-;-;-;-;-;-;-;-;-;-;497722,57;873178,97;745339,68;2116241,22
"0303010177 TRATAMENTO DE OUTRAS DOENCAS CAUSADAS POR CLAMIDIAS(A70 A A74)";-;-;-;-;-;-;-;-;-;-;-;-;2377,20;1298,23;1322,61;4998,04
"0303010185 TRATAMENTO DE OUTRAS DOENCAS CAUSADAS POR ESPIROQUETAS (A65 A A69)";-;-;-;-;-;-;-;-;-;-;-;-;111484,75;260887,30;208789,81;581161,86
"0303010193 TRATAMENTO DE OUTRAS DOENCAS CAUSADAS POR VIRUS (B25 A B34)";-;-;-;-;-;-;-;-;-;-;-;-;2116143,75;2981847,65;4675744,92;9773736,32
"0303010207 TRATAMENTO DE POLIOMIELITE PARALITICA AGUDA";-;-;-;-;-;-;-;-;-;-;-;-;542,34;775,54;3458,83;4776,71
"0303010215 TRATAMENTO DE TUBERCULOSE (A15 A A19)";-;-;-;-;-;-;-;-;-;-;705,63;836931,42;12928670,97;17792733,80;12826562,92;44385604,74
"0303010223 TRATAMENTO DE INFECCAO PELO CORONAVIRUS ? COVID 19";-;-;-;-;-;-;-;-;-;-;-;-;706080428,27;1619628179,84;171600826,11;2497309434,22
"0303020032 TRATAMENTO DE ANEMIA APLASTICA E OUTRAS ANEMIAS";-;-;-;-;-;-;-;-;-;-;-;-;8675619,21;14557947,26;12959399,15;36192965,62
"0303020040 TRATAMENTO DE ANEMIA HEMOLITICA";-;-;-;-;-;-;-;-;-;-;-;-;1646130,14;3011400,37;2842128,32;7499658,83
"0303020059 TRATAMENTO DE ANEMIAS NUTRICIONAIS";-;-;-;-;-;-;-;-;-;-;-;-;3050200,87;5485811,07;4609453,26;13145465,20
"0303020067 TRATAMENTO DE DEFEITOS DA COAGULACAO PURPURA E OUTRAS AFECCOES HEMORRAGICAS";-;-;-;-;-;-;-;-;-;-;-;183,42;781345,33;1410681,62;1247339,72;3439550,09
"0303020075 TRATAMENTO DE HEMOFILIAS";-;-;-;-;-;-;-;-;-;-;-;-;271930,45;513536,71;373227,11;1158694,27
"0303020083 TRATAMENTO DE OUTRAS DOENCAS DO SANGUE E DOS ORGAOS HEMATOPOIETICOS";-;-;-;-;-;-;-;-;-;-;-;-;961336,30;1649871,75;1674070,01;4285278,06
"0303030011 TRATAMENTO DA FIBROSE CISTICA";-;-;-;-;-;-;-;-;-;-;-;-;579,04;3457,35;786,03;4822,42
"0303030020 TRATAMENTO DE DESNUTRICAO";-;-;-;-;-;-;-;-;-;-;-;1456,44;6451543,90;10531301,13;8539837,37;25524138,84
"0303030038 TRATAMENTO DE DIABETES MELLITUS";-;-;-;-;-;-;-;-;-;-;-;-;18696889,12;29502427,92;23708510,76;71907827,80
"0303030046 TRATAMENTO DE DISTURBIOS METABOLICOS";-;-;-;-;-;-;-;-;-;-;-;122,97;2999556,53;5296527,38;5265233,61;13561440,49
"0303030054 TRATAMENTO DE TRANSTORNOS DA GLANDULA TIREOIDE";-;-;-;-;-;-;-;-;-;-;-;-;137923,73;253426,47;220259,39;611609,59
"0303030062 TRATAMENTO DE TRANSTORNOS DE OUTRAS GLANDULAS ENDOCRINAS";-;-;-;-;-;-;-;-;-;-;-;-;159926,38;263604,72;251226,53;674757,63
"0303040017 AJUSTE MEDICAMENTOSO DE SITUACOES NEUROLOGICAS AGUDIZADAS";-;-;-;-;-;-;-;-;-;-;-;-;1613372,19;2534490,07;2149109,78;6296972,04
"0303040025 INTERNACAO P/ O TRATAMENTO MEDICAMENTOSO DA OSTEOGENESIS IMPERFECTA";-;-;-;-;-;-;-;-;-;-;-;-;223157,56;410658,41;338773,46;972589,43
"0303040033 TRATAMENTO DA MIGRANEA COMPLICADA";-;-;-;-;-;-;-;-;-;-;-;-;429071,41;703479,37;668127,22;1800678,00
"0303040041 TRATAMENTO CLINICO DE ABSCESSO CEREBRAL";-;-;-;-;-;-;-;-;-;-;-;-;178876,25;261158,02;214613,88;654648,15
"0303040050 TRATAMENTO CLINICO DE COREIA AGUDA";-;-;-;-;-;-;-;-;-;-;-;-;10721,44;20129,08;11169,08;42019,60
"0303040068 TRATAMENTO CONSERVADOR DA DOR REBELDE DE ORIGEM CENTRAL OU NEOPLASICA";-;-;-;-;-;-;-;-;-;-;-;-;2019129,64;3463188,73;3089601,49;8571919,86
"0303040076 TRATAMENTO CONSERVADOR DA HEMORRAGIA CEREBRAL";-;-;-;-;-;-;-;-;-;-;-;696,96;1385469,16;2178739,61;1777950,80;5342856,53
"0303040084 TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO (GRAU LEVE)";-;-;-;-;-;-;-;-;-;-;-;-;7044687,27;10356636,83;8232248,25;25633572,35
"0303040092 TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO (GRAU MEDIO)";-;-;-;-;-;-;-;-;-;-;-;1014,56;6924734,53;9714565,47;7559257,64;24199572,20
"0303040106 TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO GRAVE";-;-;-;-;-;-;-;-;-;-;-;2661,62;6760068,53;9355876,51;6844679,68;22963286,34
"0303040114 TRATAMENTO CONSERVADOR DE TRAUMATISMO RAQUIMEDULAR";-;-;-;-;-;-;-;-;-;-;-;-;1152846,89;1664680,52;1300444,61;4117972,02
"0303040122 TRATAMENTO CONSERVADOR DE TUMOR DO SISTEMA NERVOSO CENTRAL";-;-;-;-;-;-;-;-;-;-;-;-;2315912,16;3747205,73;2708537,48;8771655,37
"0303040130 TRATAMENTO CLINICO DAS MIELITES / MIELOPATIAS";-;-;-;-;-;-;-;-;-;-;-;-;600871,34;944490,35;780233,11;2325594,80
"0303040149 TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO)";-;-;-;-;-;-;-;-;-;-;-;6881,87;60970956,22;98818616,32;82502383,84;242298838,25
"0303040157 TRATAMENTO DE COMPLICACOES DA HIDROCEFALIA";-;-;-;-;-;-;-;-;-;-;-;341,65;739391,47;1172011,74;933908,45;2845653,31
"0303040165 TRATAMENTO DE CRISES EPILETICAS NAO CONTROLADAS";-;-;-;-;-;-;-;-;-;-;-;696,61;3069864,59;5387087,46;4628681,11;13086329,77
"0303040173 TRATAMENTO DE DISTROFIAS MUSCULARES";-;-;-;-;-;-;-;-;-;-;-;-;63066,71;97740,98;74521,89;235329,58
"0303040181 TRATAMENTO DE DOENCA DE PARKINSON";-;-;-;-;-;-;-;-;-;-;-;-;89062,65;132537,95;134291,12;355891,72
"0303040190 TRATAMENTO DE DOENCA DOS NEURONIOS MOTORES CENTRAIS C/ OU S/ AMIOTROFIAS";-;-;-;-;-;-;-;-;-;-;-;686,93;225118,34;337761,98;308529,35;872096,60
"0303040203 TRATAMENTO DE DOENCAS NEURO-DEGENERATIVAS";-;-;-;-;-;-;-;-;-;-;-;1002,59;784398,28;1344181,99;1262524,96;3392107,82
"0303040211 TRATAMENTO DE ENCEFALOPATIA HIPERTENSIVA";-;-;-;-;-;-;-;-;-;-;-;-;128122,24;208371,50;185313,66;521807,40
"0303040220 TRATAMENTO DE ESCLEROSE GENERALIZADA PROGRESSIVA";-;-;-;-;-;-;-;-;-;-;-;-;28463,88;56326,40;39466,44;124256,72
"0303040238 TRATAMENTO DE FRATURA DA COLUNA VERTEBRAL C/ LESAO DA MEDULA ESPINHAL";-;-;-;-;-;-;-;-;-;-;-;-;367880,97;596649,39;506105,69;1470636,05
